,TenantId,SourceSystem,TimeGenerated,ResourceId,OperationName,OperationVersion,Category,ResultType,ResultSignature,ResultDescription,DurationMs,CallerIpAddress,CorrelationId,Resource,ResourceGroup,ResourceProvider,SubscriptionId,MetricName,Total,Count,Maximum,Minimum,Average,TimeGrain,UnitName,RemoteIPCountry,RemoteIPLatitude,RemoteIPLongitude,MaliciousIP,IndicatorThreatType,Description,TLPLevel,Confidence,Severity,FirstReportedDateTime,LastReportedDateTime,IsActive,ReportReferenceLink,AdditionalInformation,Type,_ResourceId
10,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 09:15:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,Egress,2016,7,288,288,288.0,PT1M,Bytes,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
11,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 09:15:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,Availability,700,7,100,100,100.0,PT1M,Percent,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
12,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 09:16:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,Availability,700,7,100,100,100.0,PT1M,Percent,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
13,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 09:16:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,SuccessServerLatency,12,2,9,3,6.0,PT1M,Milliseconds,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
14,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 09:16:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,Ingress,4942,7,731,696,706.0,PT1M,Bytes,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
15,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 09:16:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,Egress,604,1,604,604,604.0,PT1M,Bytes,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
16,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 09:16:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,Egress,337,1,337,337,337.0,PT1M,Bytes,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
17,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 09:16:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,SuccessE2ELatency,3,1,3,3,3.0,PT1M,Milliseconds,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
18,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 09:16:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,Egress,470,1,470,470,470.0,PT1M,Bytes,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
19,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 09:16:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,SuccessE2ELatency,6287,1,6287,6287,6287.0,PT1M,Milliseconds,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
20,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 09:16:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,Egress,364,1,364,364,364.0,PT1M,Bytes,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
21,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 09:16:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,Egress,2016,7,288,288,288.0,PT1M,Bytes,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
22,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 09:16:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,Transactions,7,7,1,1,1.0,PT1M,Count,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
23,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 09:16:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,Availability,100,1,100,100,100.0,PT1M,Percent,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
24,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 09:16:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,Transactions,1,1,1,1,1.0,PT1M,Count,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
25,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 09:16:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,Ingress,599,1,599,599,599.0,PT1M,Bytes,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
26,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 09:16:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,Ingress,838,1,838,838,838.0,PT1M,Bytes,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
27,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 09:16:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,Ingress,809285,1,809285,809285,809285.0,PT1M,Bytes,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
28,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 09:16:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,Availability,100,1,100,100,100.0,PT1M,Percent,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
29,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 09:16:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,SuccessE2ELatency,28,7,8,2,4.0,PT1M,Milliseconds,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
30,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 09:16:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,Transactions,1,1,1,1,1.0,PT1M,Count,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
31,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 09:16:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,Transactions,1,1,1,1,1.0,PT1M,Count,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
32,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 09:16:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,Transactions,1,1,1,1,1.0,PT1M,Count,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
33,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 09:16:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,Availability,100,1,100,100,100.0,PT1M,Percent,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
34,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 09:16:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,Availability,100,1,100,100,100.0,PT1M,Percent,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
35,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 09:16:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,Ingress,1050,2,525,525,525.0,PT1M,Bytes,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
36,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 09:16:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,SuccessE2ELatency,8,1,8,8,8.0,PT1M,Milliseconds,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
